#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_021741.1	3774844	3775533	-	29903045	-	M495_RS17710	WP_020828049.1	229	esterase
chr	NC_021741.1	3775651	3777663	-	29904740	-	M495_RS17715	WP_020828050.1	670	methionine tRNA cytidine acetyltransferase
chr	NC_021741.1	3777718	3778584	-	29904632	-	M495_RS17720	WP_012146218.1	288	MULTISPECIES: neutral zinc metallopeptidase
chr	NC_021741.1	3779022	3779735	-	29902491	-	M495_RS17725	WP_020828051.1	237	MULTISPECIES: phosphoribosylaminoimidazolesuccinocarboxamide synthase
chr	NC_021741.1	3779985	3781037	-	29905899	-	M495_RS17730	WP_020828052.1	350	outer membrane protein assembly factor BamC
chr	NC_021741.1	3781054	3781935	-	29904617	-	M495_RS17735	WP_020828053.1	293	4-hydroxy-tetrahydrodipicolinate synthase
chr	NC_021741.1	3782082	3782651	+	29905383	-	M495_RS17740	WP_041415578.1	189	glycine cleavage system transcriptional repressor
chr	NC_021741.1	3782654	3783118	+	29905911	-	M495_RS17745	WP_020828055.1	154	peroxiredoxin
chr	NC_021741.1	3783162	3784232	-	29906277	-	M495_RS17750	WP_020828056.1	356	AI-2E family transporter
chr	NC_021741.1	3784491	3786689	-	29906821	-	M495_RS17755	WP_020828057.1	732	TonB-dependent siderophore receptor
chr	NC_021741.1	3786749	3787834	-	29902545	-	M495_RS17760	WP_020828058.1	361	hypothetical protein
chr	NC_021741.1	3788186	3788614	+	29902499	-	M495_RS17765	WP_020828059.1	142	transporter
chr	NC_021741.1	3788675	3789292	-	29906666	-	M495_RS17770	WP_041415579.1	205	lysine transporter LysE
chr	NC_021741.1	3789493	3789948	+	29903912	-	M495_RS17775	WP_020828061.1	151	AsnC family transcriptional regulator
chr	NC_021741.1	3789978	3790184	+	29906100	-	M495_RS17780	WP_020828062.1	68	hypothetical protein
chr	NC_021741.1	3790291	3791499	-	29902865	-	M495_RS17785	WP_020828063.1	402	pyridine nucleotide-disulfide oxidoreductase
chr	NC_021741.1	3791645	3792187	-	29902280	-	M495_RS17790	WP_041415582.1	180	transcriptional regulator
chr	NC_021741.1	3792574	3794043	+	29904313	-	M495_RS17795	WP_020828065.1	489	hypothetical protein
chr	NC_021741.1	3794066	3794419	+	29904298	-	M495_RS17800	WP_020828066.1	117	arsenate reductase (glutaredoxin)
chr	NC_021741.1	3794619	3794849	+	29903867	-	M495_RS17805	WP_020828067.1	76	hypothetical protein
chr	NC_021741.1	3794862	3795401	+	29905609	-	M495_RS17810	WP_020828068.1	179	DNA-binding protein
chr	NC_021741.1	3795418	3796119	-	29902823	-	M495_RS17815	WP_041414814.1	233	DnaA regulatory inactivator Hda
chr	NC_021741.1	3796348	3796863	+	29906603	-	M495_RS17820	WP_020828070.1	171	hypothetical protein
chr	NC_021741.1	3796892	3797140	+	29902013	-	M495_RS17825	WP_002487967.1	82	MULTISPECIES: membrane protein
chr	NC_021741.1	3797356	3798645	-	29905519	-	M495_RS17830	WP_020828071.1	429	uracil/xanthine transporter
chr	NC_021741.1	3798855	3799481	-	29903210	-	M495_RS17835	WP_020828072.1	208	uracil phosphoribosyltransferase
chr	NC_021741.1	3799737	3800777	+	29903704	-	M495_RS17840	WP_020828073.1	346	phosphoribosylformylglycinamidine cyclo-ligase
chr	NC_021741.1	3800774	3801412	+	29903965	-	M495_RS17845	WP_020828074.1	212	phosphoribosylglycinamide formyltransferase
chr	NC_021741.1	3801544	3802098	+	29902985	-	M495_RS17850	WP_020828075.1	184	spermidine N1-acetyltransferase
chr	NC_021741.1	3802180	3802992	-	29902056	-	M495_RS17855	WP_020828076.1	270	phosphate ABC transporter ATP-binding protein
chr	NC_021741.1	3803021	3804673	-	29905232	-	M495_RS17860	WP_020828077.1	550	phosphate ABC transporter, permease protein PstA
chr	NC_021741.1	3804670	3806832	-	29905280	-	M495_RS17865	WP_020828078.1	720	phosphate ABC transporter permease
chr	NC_021741.1	3807229	3809292	+	29903299	-	M495_RS17870	WP_020828079.1	687	RNA degradosome polyphosphate kinase
chr	NC_021741.1	3809303	3810853	+	29904624	-	M495_RS17875	WP_020828080.1	516	exopolyphosphatase
chr	NC_021741.1	3810885	3813104	-	29903231	-	M495_RS17880	WP_041415584.1	739	sensor domain-containing phosphodiesterase
chr	NC_021741.1	3813557	3813736	+	29905776	-	M495_RS17885	WP_020828082.1	59	DUF2633 domain-containing protein
chr	NC_021741.1	3813933	3815366	+	29902877	-	M495_RS17890	WP_020828083.1	477	magnesium transporter
chr	NC_021741.1	3815531	3818872	+	29904498	-	M495_RS17895	WP_020828084.1	1113	diguanylate cyclase/phosphodiesterase
chr	NC_021741.1	3819085	3819435	+	29905055	-	M495_RS17900	WP_020828085.1	116	DNA-binding protein
chr	NC_021741.1	3819446	3820942	-	29902664	-	M495_RS17905	WP_020828086.1	498	adenosine deaminase
chr	NC_021741.1	3821109	3822461	+	29902528	-	M495_RS17910	WP_020828087.1	450	molecular chaperone
chr	NC_021741.1	3822551	3823075	+	29904104	-	M495_RS17915	WP_041414818.1	174	kinase
chr	NC_021741.1	3823081	3824034	-	29905212	-	M495_RS17920	WP_020828089.1	317	NADP-dependent aryl-alcohol dehydrogenase
chr	NC_021741.1	3824304	3825551	+	29905057	-	M495_RS17925	WP_041415587.1	415	multidrug transporter subunit MdtA
chr	NC_021741.1	3825551	3828670	+	29904982	-	M495_RS17930	WP_020828091.1	1039	multidrug transporter subunit MdtB
chr	NC_021741.1	3828667	3831747	+	29905577	-	M495_RS17935	WP_020828092.1	1026	multidrug transporter subunit MdtC
chr	NC_021741.1	3831758	3833188	+	29904155	-	M495_RS17940	WP_020828093.1	476	multidrug transporter subunit MdtD
chr	NC_021741.1	3833188	3834570	+	29905477	-	M495_RS17945	WP_020828094.1	460	two-component sensor histidine kinase
chr	NC_021741.1	3834570	3835286	+	29905285	-	M495_RS17950	WP_020828095.1	238	DNA-binding response regulator
chr	NC_021741.1	3835293	3835679	-	29903646	-	M495_RS17955	WP_020828096.1	128	twitching motility protein PilT
chr	NC_021741.1	3835682	3835945	-	29902246	-	M495_RS17960	WP_020828097.1	87	virulence protein
chr	NC_021741.1	3836297	3836635	+	29902505	-	M495_RS17965	WP_020828098.1	112	hypothetical protein
chr	NC_021741.1	3836813	3838165	+	29905379	-	M495_RS17970	WP_041414820.1	450	U32 family peptidase
chr	NC_021741.1	3838638	3839555	+	29905567	-	M495_RS17975	WP_020828101.1	305	lipid kinase YegS
chr	NC_021741.1	3839768	3840982	+	29905097	-	M495_RS17980	WP_020828102.1	404	starvation-sensing protein RspA
chr	NC_021741.1	3840997	3842013	+	29902130	-	M495_RS17985	WP_041415589.1	338	Zn-dependent oxidoreductase
chr	NC_021741.1	3842367	3843656	+	29902006	-	M495_RS17990	WP_020828104.1	429	MFS transporter
chr	NC_021741.1	3843711	3845186	+	29903324	-	M495_RS17995	WP_020828105.1	491	D-mannonate oxidoreductase
chr	NC_021741.1	3845338	3846024	+	29906414	-	M495_RS18000	WP_020828106.1	228	GntR family transcriptional regulator
chr	NC_021741.1	3846230	3847279	+	29904259	-	M495_RS18005	WP_012146277.1	349	MULTISPECIES: fructose-bisphosphate aldolase
chr	NC_021741.1	3847545	3848093	+	29906574	srlA	M495_RS18010	WP_020828107.1	182	MULTISPECIES: PTS sorbitol transporter subunit IIC
chr	NC_021741.1	3848109	3849086	+	29906802	srlE	M495_RS18015	WP_020828108.1	325	PTS sorbitol transporter subunit IIB
chr	NC_021741.1	3849109	3849471	+	29903990	-	M495_RS18020	WP_020828109.1	120	PTS sorbitol transporter subunit IIA
chr	NC_021741.1	3849482	3850261	+	29902671	-	M495_RS18025	WP_020828110.1	259	sorbitol 6-phosphate dehydrogenase
chr	NC_021741.1	3850314	3850670	+	29904851	-	M495_RS18030	WP_020828111.1	118	transcriptional regulator GutM
chr	NC_021741.1	3850754	3851527	+	29906101	srlR	M495_RS18035	WP_020828112.1	257	transcriptional regulator
chr	NC_021741.1	3851520	3852491	+	29902369	-	M495_RS18040	WP_020828113.1	323	arabinose-5-phosphate isomerase
chr	NC_021741.1	3852549	3853583	-	29905869	-	M495_RS18045	WP_041415591.1	344	methyltransferase
chr	NC_021741.1	3853942	3854400	-	29902851	-	M495_RS18050	WP_020828115.1	152	hypothetical protein
chr	NC_021741.1	3854487	3855287	-	29903123	-	M495_RS18055	WP_020828116.1	266	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
chr	NC_021741.1	3855284	3856078	-	29902160	-	M495_RS18060	WP_020828117.1	264	hydroxyethylthiazole kinase
chr	NC_021741.1	3856285	3856710	+	29902867	-	M495_RS18065	WP_020828118.1	141	N-acetyltransferase GCN5
chr	NC_021741.1	3856757	3858022	-	29904984	-	M495_RS18070	WP_041414822.1	421	MFS transporter
chr	NC_021741.1	3858130	3859107	-	29903771	-	M495_RS18075	WP_041414824.1	325	hypothetical protein
chr	NC_021741.1	3859117	3859824	-	29904864	-	M495_RS18080	WP_020828122.1	235	GntR family transcriptional regulator
chr	NC_021741.1	3860020	3861252	-	29904567	-	M495_RS18085	WP_020828123.1	410	MFS transporter
chr	NC_021741.1	3861346	3861795	+	29906549	-	M495_RS18090	WP_020828124.1	149	HxlR family transcriptional regulator
chr	NC_021741.1	3861813	3862118	-	29905913	-	M495_RS18095	WP_020828125.1	101	hypothetical protein
chr	NC_021741.1	3862119	3862379	-	29905252	-	M495_RS18100	WP_041414825.1	86	prevent-host-death family protein
chr	NC_021741.1	3862546	3863331	+	29905453	-	M495_RS18105	WP_020828127.1	261	23S rRNA pseudouridine synthase F
chr	NC_021741.1	3863426	3866494	-	29904391	-	M495_RS18110	WP_020828128.1	1022	outer membrane autotransporter barrel domain-containing protein
chr	NC_021741.1	3866714	3867028	-	29902045	-	M495_RS18115	WP_041414827.1	104	hypothetical protein
chr	NC_021741.1	3867207	3867839	+	29902427	-	M495_RS18120	WP_020828130.1	210	DNA-binding response regulator
chr	NC_021741.1	3867836	3869617	+	29904894	-	M495_RS18125	WP_020828131.1	593	hybrid sensor histidine kinase/response regulator
chr	NC_021741.1	3869698	3870531	-	29906067	-	M495_RS18130	WP_020828132.1	277	enoyl-CoA hydratase
chr	NC_021741.1	3870656	3871030	+	29906244	-	M495_RS18135	WP_020828133.1	124	MarR family transcriptional regulator
chr	NC_021741.1	3871124	3871987	-	29905136	-	M495_RS18140	WP_041415594.1	287	alpha/beta hydrolase
chr	NC_021741.1	3872109	3873245	-	29903050	-	M495_RS18145	WP_020828135.1	378	monooxygenase
chr	NC_021741.1	3873287	3874633	-	29902776	-	M495_RS18150	WP_020828136.1	448	MFS transporter
chr	NC_021741.1	3875033	3876610	-	29904225	-	M495_RS18155	WP_020828137.1	525	GMP synthetase
chr	NC_021741.1	3876787	3878250	-	29905244	-	M495_RS18160	WP_020828138.1	487	IMP dehydrogenase
chr	NC_021741.1	3878421	3879797	+	29903786	-	M495_RS18165	WP_020828139.1	458	exodeoxyribonuclease VII large subunit
chr	NC_021741.1	3879804	3882170	-	29902445	-	M495_RS18170	WP_020828140.1	788	alpha-glucosidase
chr	NC_021741.1	3882182	3883489	-	29905879	-	M495_RS18175	WP_020828141.1	435	MFS transporter
chr	NC_021741.1	3883855	3884937	+	29906758	-	M495_RS18180	WP_020828142.1	360	LacI family transcriptional regulator
chr	NC_021741.1	3885403	3885783	-	29906750	-	M495_RS18185	WP_020828143.1	126	hypothetical protein
chr	NC_021741.1	3885783	3891848	-	29905203	-	M495_RS18190	WP_020828144.1	2021	hypothetical protein
chr	NC_021741.1	3891933	3893576	-	29904662	-	M495_RS18195	WP_020828145.1	547	hypothetical protein
chr	NC_021741.1	3894025	3894258	-	29902021	-	M495_RS18200	WP_041414830.1	77	primosomal protein N\' (replication factor Y) - superfamily II helicase
chr	NC_021741.1	3894272	3895228	-	29904469	-	M495_RS18205	WP_020828147.1	318	transporter
chr	NC_021741.1	3895328	3896815	-	29906329	-	M495_RS18210	WP_020828148.1	495	ribosome biogenesis GTPase Der
chr	NC_021741.1	3897070	3898251	-	29902181	-	M495_RS18215	WP_020828149.1	393	outer membrane protein assembly factor BamB
chr	NC_021741.1	3898263	3898883	-	29905356	-	M495_RS18220	WP_020828150.1	206	membrane protein
chr	NC_021741.1	3898897	3900171	-	29905185	-	M495_RS18225	WP_020828151.1	424	histidine--tRNA ligase
chr	NC_021741.1	3900310	3901431	-	29903997	-	M495_RS18230	WP_020828152.1	373	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
chr	NC_021741.1	3901479	3902456	-	29906565	-	M495_RS18235	WP_020828153.1	325	cytoskeleton protein RodZ
chr	NC_021741.1	3902446	3903195	-	29904880	-	M495_RS18240	WP_041414833.1	249	type IV pilus biogenesis/stability protein PilW
chr	NC_021741.1	3903281	3904477	-	29903000	-	M495_RS18245	WP_020828155.1	398	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
chr	NC_021741.1	3904715	3905140	-	29905214	-	M495_RS18250	WP_004952077.1	141	MULTISPECIES: nucleoside-diphosphate kinase
chr	NC_021741.1	3905511	3906548	+	29904543	-	M495_RS18255	WP_020828156.1	345	transcriptional regulator
chr	NC_021741.1	3906671	3908110	+	29905624	-	M495_RS18260	WP_020828157.1	479	Na+/H+ antiporter NhaC
chr	NC_021741.1	3908112	3909296	+	29905353	-	M495_RS18265	WP_020828158.1	394	aminotransferase
chr	NC_021741.1	3909354	3910184	-	29902020	-	M495_RS18270	WP_020828159.1	276	endopeptidase IV
chr	NC_021741.1	3910276	3911571	-	29905111	-	M495_RS18275	WP_020828160.1	431	aminopeptidase PepB
chr	NC_021741.1	3911655	3911855	-	29904666	-	M495_RS18280	WP_020828161.1	66	Fe-S assembly protein IscX
chr	NC_021741.1	3911888	3912223	-	29902674	-	M495_RS18285	WP_004952086.1	111	MULTISPECIES: ferredoxin, 2Fe-2S type, ISC system
chr	NC_021741.1	3912226	3914076	-	29903171	-	M495_RS18290	WP_041415599.1	616	molecular chaperone HscA
chr	NC_021741.1	3914227	3914748	-	29905552	hscB	M495_RS18295	WP_020828163.1	173	co-chaperone HscB
chr	NC_021741.1	3914811	3915134	-	29904889	-	M495_RS18300	WP_004952089.1	107	MULTISPECIES: iron-sulfur cluster assembly accessory protein
chr	NC_021741.1	3915260	3915646	-	29904065	-	M495_RS18305	WP_020828164.1	128	iron-sulfur cluster scaffold-like protein
chr	NC_021741.1	3915671	3916885	-	29903344	-	M495_RS18310	WP_020828165.1	404	cysteine desulfurase
chr	NC_021741.1	3916941	3917435	-	29904949	-	M495_RS18315	WP_020828166.1	164	MULTISPECIES: Fe-S cluster assembly transcriptional regulator IscR
chr	NC_021741.1	3917631	3918365	-	29904369	-	M495_RS18320	WP_020828167.1	244	tRNA (cytosine(32)/uridine(32)-2\'-O)-methyltransferase TrmJ
chr	NC_021741.1	3918485	3919288	+	29903012	-	M495_RS18325	WP_020828168.1	267	inositol monophosphatase
chr	NC_021741.1	3919288	3919467	+	30329128	-	M495_RS25115	WP_071846569.1	59	hypothetical protein
chr	NC_021741.1	3919464	3920486	-	29903819	-	M495_RS18330	WP_020828169.1	340	nickel transporter
chr	NC_021741.1	3920477	3921145	-	29905880	-	M495_RS18335	WP_020828170.1	222	membrane protein
chr	NC_021741.1	3921290	3922555	+	29906433	-	M495_RS18340	WP_020828171.1	421	stationary phase inducible protein CsiE
chr	NC_021741.1	3922552	3923703	-	29902587	-	M495_RS18345	WP_020828172.1	383	3-phenylpropionic acid transporter
chr	NC_021741.1	3923859	3925112	-	29905316	-	M495_RS18350	WP_020828173.1	417	serine hydroxymethyltransferase
chr	NC_021741.1	3925486	3926676	+	29902643	-	M495_RS18355	WP_020828174.1	396	flavohemoprotein
chr	NC_021741.1	3926840	3928027	-	29902253	-	M495_RS18360	WP_041414839.1	395	alcohol dehydrogenase
chr	NC_021741.1	3928024	3929934	-	29905093	-	M495_RS18365	WP_020828176.1	636	spermidine dehydrogenase
chr	NC_021741.1	3930021	3931445	-	29903270	-	M495_RS18370	WP_020828177.1	474	1-pyrroline dehydrogenase
chr	NC_021741.1	3931618	3932424	-	29903797	-	M495_RS18375	WP_020828178.1	268	spermidine/putrescine ABC transporter permease
chr	NC_021741.1	3932414	3933358	-	29903334	-	M495_RS18380	WP_020828179.1	314	spermidine/putrescine ABC transporter permease
chr	NC_021741.1	3933360	3934388	-	29905001	-	M495_RS18385	WP_020828180.1	342	ABC transporter ATP-binding protein
chr	NC_021741.1	3934443	3935597	-	29902186	-	M495_RS18390	WP_020828181.1	384	spermidine/putrescine ABC transporter substrate-binding protein
chr	NC_021741.1	3935846	3937309	-	29904579	-	M495_RS18395	WP_020828182.1	487	gamma-aminobutyraldehyde dehydrogenase
chr	NC_021741.1	3937426	3938349	-	29905838	-	M495_RS18400	WP_020828183.1	307	LysR family transcriptional regulator
chr	NC_021741.1	3938346	3938465	-	29904060	-	M495_RS18405	WP_020828184.1	39	hypothetical protein
chr	NC_021741.1	3939019	3939357	-	29903350	-	M495_RS18410	WP_004847623.1	112	MULTISPECIES: nitrogen regulatory protein P-II
chr	NC_021741.1	3939368	3940990	-	29906306	-	M495_RS18415	WP_020828185.1	540	NAD+ synthase
chr	NC_021741.1	3941119	3942456	-	29906622	-	M495_RS18420	WP_020828186.1	445	two-component system response regulator GlrR
chr	NC_021741.1	3942453	3943322	-	29906509	-	M495_RS18425	WP_020828187.1	289	hypothetical protein
chr	NC_021741.1	3943325	3944761	-	29902791	-	M495_RS18430	WP_020828188.1	478	two-component sensor histidine kinase
chr	NC_021741.1	3945571	3949461	-	29904503	-	M495_RS18435	WP_020828189.1	1296	phosphoribosylformylglycinamidine synthase
chr	NC_021741.1	3949741	3951201	+	29905434	-	M495_RS18440	WP_041415604.1	486	lytic transglycosylase F
chr	NC_021741.1	3951202	3951714	-	29905445	-	M495_RS18445	WP_020828191.1	170	tRNA-specific adenosine deaminase
chr	NC_021741.1	3951899	3952951	+	29905839	-	M495_RS18450	WP_020828192.1	350	DUF2157 domain-containing protein
chr	NC_021741.1	3953151	3954302	+	29906330	-	M495_RS18455	WP_020828193.1	383	alcohol dehydrogenase
chr	NC_021741.1	3954343	3954999	-	29904750	-	M495_RS18460	WP_020828194.1	218	HAD family hydrolase
chr	NC_021741.1	3955003	3956370	-	29904160	-	M495_RS18465	WP_020828195.1	455	PTS sugar transporter subunit IIC
chr	NC_021741.1	3956389	3957282	-	29905024	-	M495_RS18470	WP_020828196.1	297	N-acetylmuramic acid 6-phosphate etherase
chr	NC_021741.1	3957451	3958299	+	29905095	-	M495_RS18475	WP_041414843.1	282	MurR/RpiR family transcriptional regulator
chr	NC_021741.1	3958902	3959144	+	29902880	-	M495_RS18480	WP_020828198.1	80	DNA damage-inducible protein I
chr	NC_021741.1	3959144	3959383	+	29902495	-	M495_RS18485	WP_020828199.1	79	hypothetical protein
chr	NC_021741.1	3959409	3960887	-	29906009	-	M495_RS18490	WP_020828200.1	492	hypothetical protein
chr	NC_021741.1	3962335	3963324	-	29902372	-	M495_RS18500	WP_041414844.1	329	hypothetical protein
chr	NC_021741.1	3963326	3966541	-	29904809	-	M495_RS18505	WP_041414846.1	1071	host specificity protein
chr	NC_021741.1	3966715	3967002	+	30329130	-	M495_RS25125	WP_020828202.1	95	hypothetical protein
chr	NC_021741.1	3967097	3967699	-	29902928	-	M495_RS18515	WP_041415610.1	200	phage tail assembly protein
chr	NC_021741.1	3967759	3968238	-	29905825	-	M495_RS18520	WP_020828204.1	159	hypothetical protein
chr	NC_021741.1	3968300	3969001	-	29906449	-	M495_RS18525	WP_020828205.1	233	peptidase P60
chr	NC_021741.1	3969004	3969756	-	29904310	-	M495_RS18530	WP_020828206.1	250	phage minor tail protein L
chr	NC_021741.1	3969765	3970100	-	29905623	-	M495_RS18535	WP_020828207.1	111	hypothetical protein
chr	NC_021741.1	3970097	3973414	-	29906506	-	M495_RS18540	WP_020828208.1	1105	phage tail tape measure protein
chr	NC_021741.1	3973407	3973625	-	29905415	-	M495_RS18545	WP_041415612.1	72	hypothetical protein
chr	NC_021741.1	3973646	3974011	-	29906325	-	M495_RS18550	WP_020828210.1	121	phage tail protein
chr	NC_021741.1	3974021	3974308	-	29906257	-	M495_RS18555	WP_041414851.1	95	tail protein
chr	NC_021741.1	3974281	3974736	-	29905390	-	M495_RS18560	WP_020828212.1	151	hypothetical protein
chr	NC_021741.1	3974771	3975163	-	29904633	-	M495_RS18565	WP_020828213.1	130	hypothetical protein
chr	NC_021741.1	3975160	3975549	-	29904240	-	M495_RS18570	WP_020828214.1	129	hypothetical protein
chr	NC_021741.1	3975536	3975874	-	29902380	-	M495_RS18575	WP_020828215.1	112	head-tail adaptor protein
chr	NC_021741.1	3975871	3976197	-	29904599	-	M495_RS18580	WP_020828216.1	108	hypothetical protein
chr	NC_021741.1	3976206	3976463	-	29902306	-	M495_RS18585	WP_020828217.1	85	hypothetical protein
chr	NC_021741.1	3976512	3977732	-	29904527	-	M495_RS18590	WP_020828218.1	406	phage capsid protein
chr	NC_021741.1	3977745	3978599	-	29903569	-	M495_RS18595	WP_020828219.1	284	peptidase
chr	NC_021741.1	3978613	3979917	-	29902099	-	M495_RS18600	WP_020828220.1	434	histone H1
chr	NC_021741.1	3979917	3981662	-	29906452	-	M495_RS18605	WP_071846570.1	581	terminase
chr	NC_021741.1	3981613	3982080	-	29906167	-	M495_RS18610	WP_020828222.1	155	terminase
chr	NC_021741.1	3982205	3982534	-	29905533	-	M495_RS18615	WP_020828223.1	109	HNH endonuclease
chr	NC_021741.1	3982663	3982881	-	29904246	-	M495_RS18620	WP_020828224.1	72	hypothetical protein
chr	NC_021741.1	3983198	3983737	-	29902178	-	M495_RS18625	WP_020828225.1	179	hypothetical protein
chr	NC_021741.1	3983734	3984168	-	29903588	-	M495_RS18630	WP_020828226.1	144	muraminidase
chr	NC_021741.1	3984155	3984502	-	29904412	-	M495_RS18635	WP_041414854.1	115	holin
chr	NC_021741.1	3984577	3985605	-	29903564	-	M495_RS18640	WP_020828227.1	342	site-specific DNA-methyltransferase
chr	NC_021741.1	3985963	3986892	+	29904174	-	M495_RS18645	WP_020828228.1	309	hypothetical protein
chr	NC_021741.1	3986879	3987418	+	30329131	-	M495_RS25130	WP_071846571.1	179	hypothetical protein
chr	NC_021741.1	3987447	3987806	-	29906610	-	M495_RS18655	WP_041415617.1	119	antitermination protein
chr	NC_021741.1	3987806	3988384	-	29903423	-	M495_RS18660	WP_020828231.1	192	ninG protein
chr	NC_021741.1	3988368	3989354	-	29903857	-	M495_RS18665	WP_020828232.1	328	DNA primase
chr	NC_021741.1	3989351	3990874	-	29905080	-	M495_RS18670	WP_041415622.1	507	helicase
chr	NC_021741.1	3991066	3991365	-	29906593	-	M495_RS18675	WP_020828235.1	99	hypothetical protein
chr	NC_021741.1	3991370	3991879	-	29905308	-	M495_RS18680	WP_020828236.1	169	hypothetical protein
chr	NC_021741.1	3991946	3992179	-	29904901	-	M495_RS18685	WP_020828237.1	77	hypothetical protein
chr	NC_021741.1	3992298	3993050	+	29905408	-	M495_RS18690	WP_020828238.1	250	hypothetical protein
chr	NC_021741.1	3993596	3993853	+	30329132	-	M495_RS25135	WP_071846588.1	85	hypothetical protein
chr	NC_021741.1	3993813	3994259	-	30329133	-	M495_RS25140	WP_071846572.1	148	hypothetical protein
chr	NC_021741.1	3994378	3994689	-	29904788	-	M495_RS18700	WP_020828241.1	103	hypothetical protein
chr	NC_021741.1	3994875	3995237	+	29903817	-	M495_RS18705	WP_020828242.1	120	hypothetical protein
chr	NC_021741.1	3995273	3996085	+	29904922	-	M495_RS18710	WP_020828243.1	270	hypothetical protein
chr	NC_021741.1	3996178	3996993	+	29906221	-	M495_RS18715	WP_020828244.1	271	hypothetical protein
chr	NC_021741.1	3996990	3997208	+	29903721	-	M495_RS18720	WP_020828245.1	72	hypothetical protein
chr	NC_021741.1	3997326	3998093	-	29902938	-	M495_RS18725	WP_020828246.1	255	hypothetical protein
chr	NC_021741.1	3998092	3998661	+	29903162	-	M495_RS18730	WP_020828247.1	189	ATPase
chr	NC_021741.1	3998678	3998893	+	30329134	-	M495_RS25145	WP_071846573.1	71	DNA-binding protein
chr	NC_021741.1	3999022	3999954	-	29906394	-	M495_RS18735	WP_020828248.1	310	hypothetical protein
chr	NC_021741.1	4000117	4001514	-	29904291	-	M495_RS18740	WP_020828249.1	465	recombinase
chr	NC_021741.1	4001730	4001990	+	29903070	-	M495_RS18745	WP_041414859.1	86	ferredoxin
chr	NC_021741.1	4002054	4002434	-	29906395	acpS	M495_RS18750	WP_020828251.1	126	holo-ACP synthase
chr	NC_021741.1	4002434	4003165	-	29905375	-	M495_RS18755	WP_020828252.1	243	pyridoxine 5\'-phosphate synthase
chr	NC_021741.1	4003239	4003970	-	29903741	-	M495_RS18760	WP_020828253.1	243	DNA repair protein RecO
chr	NC_021741.1	4003979	4004887	-	29906789	-	M495_RS18765	WP_020828254.1	302	GTPase Era
chr	NC_021741.1	4004884	4005564	-	29906208	-	M495_RS18770	WP_041414862.1	226	ribonuclease III
chr	NC_021741.1	4005747	4006724	-	29906752	-	M495_RS18775	WP_020828256.1	325	S26 family signal peptidase
chr	NC_021741.1	4006757	4008556	-	29906480	-	M495_RS18780	WP_020828257.1	599	elongation factor 4
chr	NC_021741.1	4009099	4009920	+	29906292	-	M495_RS18785	WP_020828258.1	273	hypothetical protein
chr	NC_021741.1	4009934	4010410	-	29904677	-	M495_RS18790	WP_020828259.1	158	SoxR reducing system protein RseC
chr	NC_021741.1	4010407	4011366	-	29904108	-	M495_RS18795	WP_020828260.1	319	sigma-E factor regulatory protein RseB
chr	NC_021741.1	4011366	4012019	-	29905594	-	M495_RS18800	WP_020828261.1	217	anti-RNA polymerase sigma factor SigE
chr	NC_021741.1	4012050	4012625	-	29905631	-	M495_RS18805	WP_012146382.1	191	MULTISPECIES: RNA polymerase sigma factor RpoE
chr	NC_021741.1	4012803	4014440	+	29903159	-	M495_RS18810	WP_041414864.1	545	L-aspartate oxidase
chr	NC_021741.1	4014483	4015265	-	29904606	-	M495_RS18815	WP_020828263.1	260	tRNA (adenine-N(6)-)-methyltransferase
chr	NC_021741.1	4015365	4016690	+	29903402	-	M495_RS18820	WP_020828264.1	441	RNA helicase
chr	NC_021741.1	4016749	4017504	-	29903079	-	M495_RS18825	WP_041414867.1	251	protein PhlB
chr	NC_021741.1	4017497	4018459	-	29902122	-	M495_RS18830	WP_020828266.1	320	phospholipase A
chr	NC_021741.1	4018646	4019029	-	29905293	-	M495_RS18835	WP_020828267.1	127	autonomous glycyl radical cofactor GrcA
chr	NC_021741.1	4019376	4020059	+	29903725	-	M495_RS18840	WP_020828268.1	227	uracil-DNA glycosylase
chr	NC_021741.1	4020111	4020683	-	29904355	-	M495_RS18845	WP_020828269.1	190	nucleotide exchange factor GrpE
chr	NC_021741.1	4020808	4021686	+	29905544	-	M495_RS18850	WP_020828270.1	292	NAD(+) kinase
chr	NC_021741.1	4021773	4023434	+	29903735	-	M495_RS18855	WP_020828271.1	553	DNA repair protein RecN
chr	NC_021741.1	4023548	4023886	+	29905331	-	M495_RS18860	WP_012146393.1	112	MULTISPECIES: outer membrane protein assembly factor BamE
chr	NC_021741.1	4024001	4024285	-	29906595	-	M495_RS18865	WP_020828272.1	94	RnfH family protein
chr	NC_021741.1	4024278	4024766	-	29905152	-	M495_RS18870	WP_071827083.1	162	ubiquinone-binding protein
chr	NC_021741.1	4024874	4025356	+	29902474	-	M495_RS18875	WP_020828274.1	160	SsrA-binding protein
chr	NC_021741.1	4025869	4027005	-	29902239	-	M495_RS18880	WP_020828275.1	378	membrane protein
chr	NC_021741.1	4027012	4027362	-	29904934	-	M495_RS18885	WP_020828276.1	116	hypothetical protein
